"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Msr1",4.79650511624848e-21,1.2237919731219,0.399,0.183,1.20531377066208e-16
"Ckb",6.49912154284841e-21,-1.07038473846898,0.56,0.7,1.63316425250238e-16
"Ccdc86",6.60360760536167e-21,1.31365374238383,0.298,0.104,1.65942055515133e-16
"Diaph1",6.64386241918923e-21,0.926486743940344,0.452,0.205,1.66953618731806e-16
"Actr2",7.96199052719594e-21,0.70075896496336,0.747,0.448,2.00076859957907e-16
"Spi1",8.72899340693072e-21,0.626789707421982,0.755,0.527,2.19350875322762e-16
"Zeb2",8.74747590385545e-21,0.716689213469262,0.775,0.574,2.19815321987984e-16
"Cd180",9.12636979514328e-21,1.27627437673577,0.362,0.146,2.29336546582156e-16
"Rpl37a",1.0907573607289e-20,-0.378409517084461,0.992,0.999,2.74096417177566e-16
"Lrrc25",1.19451416236678e-20,1.01155894861059,0.428,0.196,3.00169463861147e-16
"Fabp5",1.20416475057476e-20,2.32670008570982,0.448,0.242,3.02594560171931e-16
"Rps4x",1.5451054926749e-20,-0.386361803069849,0.973,0.998,3.88269559254276e-16
"Usb1",1.65581269579087e-20,2.17492837405238,0.153,0.026,4.16089172325289e-16
"Srgn",1.66225790713735e-20,0.84608944627322,0.867,0.736,4.17708789484545e-16
"Atf3",1.771790947657e-20,-0.677438809965455,0.739,0.806,4.45233347236728e-16
"Rpl26",1.84125646048145e-20,-0.342538404799962,0.99,1,4.62689335954385e-16
"Nt5c3",2.40478969159877e-20,1.81767975401275,0.219,0.062,6.04299601601854e-16
"Ltb4r1",2.5209176645243e-20,2.42152844032946,0.154,0.028,6.33481399918311e-16
"Ccdc25",2.73393934580777e-20,1.57842833596008,0.235,0.071,6.87011618208033e-16
"Tpm4",3.0020875492811e-20,0.959674764570757,0.529,0.277,7.54394580258848e-16
"Gm20559",3.20865391474612e-20,1.64610639995373,0.202,0.052,8.06302642236553e-16
"Cemip2",3.37854834102723e-20,2.24870371478934,0.15,0.026,8.48995412616732e-16
"Rab8b",3.8946518620114e-20,0.756240742527034,0.563,0.281,9.78687066404844e-16
"Gm21188",4.40709812441977e-20,1.30969843509451,0.247,0.077,1.10745968768544e-15
"Grk2",5.22699771164234e-20,0.718167636908419,0.507,0.238,1.3134922549586e-15
"Gm4070",5.3781479502556e-20,2.18133428939606,0.167,0.035,1.35147479841973e-15
"Cxcl16",8.72917803710046e-20,0.948162351027947,0.68,0.506,2.19355514894298e-15
"Eif1",9.4205731781501e-20,-0.290504868275645,0.997,1,2.36729583393734e-15
"Cyth1",9.51318365315499e-20,1.21311301605871,0.299,0.109,2.39056792020132e-15
"Rab43",1.0525616341399e-19,0.812108684351804,0.405,0.172,2.64498213043015e-15
"Baz1a",1.07503064250044e-19,0.855582892018238,0.39,0.166,2.70144450153935e-15
"Trim25",1.08504459627854e-19,1.09675564364232,0.376,0.165,2.72660856598834e-15
"Fcer1g",1.1310976482001e-19,0.462161867409582,0.952,0.894,2.84233528016202e-15
"Abracl",1.16844971821015e-19,0.643774203615083,0.642,0.35,2.93619729689028e-15
"Tpm3",1.16941269307145e-19,0.536926787072023,0.875,0.618,2.93861715641925e-15
"Slc30a1",1.20432429024809e-19,2.1453458756405,0.172,0.039,3.02634650896444e-15
"Tuba1a",1.28895341012124e-19,-1.89294273925099,0.2,0.401,3.23901102429365e-15
"Hnrnph2",1.3656212968296e-19,0.953308743495126,0.414,0.185,3.4316697568031e-15
"Cd44",1.7858778608107e-19,1.04094508607869,0.351,0.148,4.4877324764312e-15
"Crip1",1.79643409523052e-19,0.347571754378555,0.57,0.314,4.51425923790478e-15
"Creb5",2.08941211752301e-19,0.984897872853334,0.33,0.129,5.25048371012356e-15
"Selenop",2.117332944262e-19,-0.776844770998889,0.648,0.73,5.32064595563597e-15
"Ptafr",2.35151451285215e-19,1.1053016892185,0.41,0.194,5.90912081934617e-15
"Edem1",2.35557542519721e-19,1.08011032824801,0.326,0.126,5.91932548597807e-15
"Tuba1b",2.43710341713155e-19,0.796209094526738,0.582,0.318,6.12419717690987e-15
"Pik3ap1",2.60260558292597e-19,0.858067081864262,0.522,0.272,6.54008756933467e-15
"Atp1b1",3.53585769481215e-19,-1.40836547993109,0.189,0.395,8.88525680129345e-15
"Rps13",3.6257368342552e-19,-0.32552546381311,0.991,0.999,9.11111409079989e-15
"Gk",3.85543921535707e-19,1.85165000663335,0.174,0.04,9.68833320427079e-15
"Bcl3",3.89527410202595e-19,1.43035177993512,0.215,0.062,9.78843429098102e-15
"Ifi208",4.2799590838398e-19,2.03768104947511,0.154,0.03,1.0755109181781e-14
"Arid5b",4.92190586797161e-19,0.964949397995387,0.386,0.169,1.23682572556259e-14
"Usp7",5.43238621287092e-19,1.11023834346688,0.291,0.106,1.36510433143233e-14
"Itgb7",5.95883437987968e-19,1.53369515642329,0.163,0.035,1.49739549131997e-14
"Ly6e",6.48865011545423e-19,0.421145461096123,0.894,0.681,1.63053288751249e-14
"1600014C10Rik",6.65542252838632e-19,1.40920623251998,0.202,0.056,1.6724411271582e-14
"Rpl32",6.9664731392846e-19,-0.368010574185978,0.987,0.998,1.75060503517083e-14
"Pim1",7.50842694671424e-19,0.678799304054672,0.761,0.522,1.88679260743982e-14
"Dram1",8.40598843171645e-19,1.66615825815601,0.168,0.038,2.11234083300603e-14
"Gmppb",8.59487981460867e-19,1.75211653209238,0.172,0.04,2.15980734861301e-14
"Tnfrsf1b",1.02468180107019e-18,0.795485392481851,0.413,0.184,2.57492289790927e-14
"Rab7b",1.10169235052596e-18,1.03599232696378,0.39,0.18,2.76844270763667e-14
"Irf5",1.2247569604095e-18,0.699082383602278,0.492,0.237,3.07769176581302e-14
"Furin",1.42742089896556e-18,1.43588547810103,0.27,0.1,3.58696597701055e-14
"Samd9l",1.48495509080833e-18,1.00081686814172,0.355,0.153,3.73154364769226e-14
"Clec4a3",1.52944341594115e-18,0.816482977019748,0.483,0.252,3.84333835991851e-14
"Lgals3bp",1.53631571361423e-18,0.82746536001278,0.537,0.293,3.86060775674121e-14
"Eif4e2",1.60657096906358e-18,0.829361594411595,0.376,0.158,4.03715218815986e-14
"Casp8",1.68107419066723e-18,0.830639033809942,0.384,0.164,4.22437133372768e-14
"Itgax",2.15615725350048e-18,1.06904194218403,0.272,0.099,5.41820756232137e-14
"Napsa",2.31564704803443e-18,0.807277762956221,0.298,0.113,5.81898946700571e-14
"Rbm3",2.33670250662397e-18,0.473391676413547,0.933,0.789,5.87189972889536e-14
"Zc3hav1",2.71018157454743e-18,0.957329536694701,0.325,0.129,6.81041527868025e-14
"Ifi203",2.7581891395587e-18,0.955186483282948,0.52,0.29,6.93105348879705e-14
"Atp11b",2.77816592808351e-18,1.07042208723981,0.304,0.119,6.98125316068106e-14
"Arhgap30",3.31807749475536e-18,0.712771557579984,0.505,0.251,8.33799693657074e-14
"Ube2l3",3.43414595157617e-18,0.674205081962477,0.619,0.344,8.62966536171576e-14
"Hcls1",4.81376648673685e-18,0.624937844382501,0.625,0.357,1.2096513804521e-13
"Cmklr1",4.85412037101763e-18,1.36200327152236,0.227,0.071,1.21979190803302e-13
"Rpl5",4.91523815634173e-18,-0.377600291878589,0.93,0.979,1.23515019630711e-13
"Atp6v1b2",5.24698780208142e-18,1.01081473062527,0.399,0.184,1.31851556478504e-13
"Pycard",5.42853046460224e-18,0.678110503763503,0.603,0.349,1.3641354204499e-13
"Fndc3a",6.14191817137654e-18,1.05952376308572,0.411,0.199,1.54340261728521e-13
"Ddx58",6.32420623114984e-18,1.22150358979207,0.264,0.095,1.58920978382564e-13
"Tmod3",6.4015762512757e-18,0.833218757821093,0.392,0.172,1.60865209618307e-13
"Shisa5",6.47799840172951e-18,0.721226115405243,0.582,0.323,1.62785621837061e-13
"Nfkbia",6.67111385829401e-18,-0.72043912640682,0.698,0.766,1.6763842014507e-13
"Aif1",6.8714796322171e-18,0.712718512424298,0.786,0.725,1.72673411677984e-13
"Stxbp2",7.04358952572435e-18,1.27702958738842,0.235,0.077,1.76998361191927e-13
"Stxbp3",7.9085223348144e-18,1.2383170915051,0.313,0.129,1.98733257751551e-13
"Lgals9",9.02844607259182e-18,0.916780585538144,0.479,0.248,2.2687582135816e-13
"Cd53",9.10328059138632e-18,0.852314975773735,0.687,0.45,2.28756337980947e-13
"Ell2",9.4643167090734e-18,1.2145027458716,0.281,0.108,2.37828814582305e-13
"Acaa1a",9.75063087345912e-18,0.951518459712099,0.302,0.116,2.45023603219154e-13
"Cd14",1.25309129629556e-17,-0.724428691782315,0.655,0.751,3.14889311846112e-13
"Nlrc5",1.48993556975341e-17,1.75204323535881,0.154,0.034,3.74405909323333e-13
"Usp25",1.53242682502249e-17,0.721759341633235,0.427,0.197,3.85083536859901e-13
"Mrpl54",1.5805424664219e-17,0.803386535082171,0.39,0.174,3.9717451638716e-13
"Coro1a",1.65494924388871e-17,0.487452922214379,0.783,0.569,4.15872195496795e-13
"Oas1a",1.71485464502602e-17,1.61800987056337,0.161,0.037,4.3092582374859e-13
"Rps27",1.81409991413893e-17,-0.365146159106396,0.982,0.991,4.55865167423972e-13
"Gsap",1.82546913303169e-17,1.28200819836622,0.228,0.075,4.58722138439533e-13
"Rpl23a",1.95629349220125e-17,-0.410801350611306,0.969,0.984,4.91596991655253e-13
"Dgkz",2.11874344751408e-17,0.954794503005885,0.298,0.114,5.32419040925814e-13
"Eif6",2.13184194747163e-17,0.75284957043867,0.403,0.18,5.35710562980145e-13
"mt-Nd4",2.43771015473351e-17,-0.37134357185157,0.946,0.996,6.12572184782983e-13
"Myo9b",2.69382509973744e-17,0.892347036574429,0.334,0.136,6.76931309313021e-13
"Naip2",2.79969964018829e-17,1.51148844241488,0.209,0.065,7.03536522582916e-13
"Rgl1",2.8151699305502e-17,1.40274887478619,0.319,0.142,7.07424051847959e-13
"Wbp1l",3.00755611251467e-17,1.26780316132931,0.206,0.062,7.55768775513812e-13
"Psma4",3.08280795249819e-17,0.663022280266232,0.584,0.327,7.7467881038327e-13
"Arhgdib",3.13987108115082e-17,0.497824824842715,0.82,0.586,7.8901820398239e-13
"Clcn7",3.40453766656018e-17,1.40786019659337,0.198,0.059,8.55526270229907e-13
"Eif2ak2",3.44190849783709e-17,0.812248112146536,0.363,0.161,8.64917186421482e-13
"Znfx1",3.71176641947402e-17,1.13987205772413,0.32,0.136,9.32729783549627e-13
"Ldha",3.88579805401403e-17,0.796329122176231,0.62,0.344,9.76462192993186e-13
"Pgk1",4.43189083695015e-17,1.06131660185987,0.375,0.168,1.1136898484172e-12
"Tbcb",4.74381453725439e-17,0.606130088254164,0.501,0.252,1.19207315506666e-12
"Tmem176a",4.86910030768065e-17,-0.768987001606965,0.564,0.667,1.22355621631707e-12
"Irf9",4.90092638105727e-17,1.08490516780131,0.294,0.116,1.23155379029588e-12
"Gtf2f1",4.97787384623379e-17,0.910682368971148,0.291,0.111,1.25088991882009e-12
"Snf8",5.38831931882959e-17,0.690399376515223,0.419,0.19,1.35403076162869e-12
"Itga5",5.56957170924252e-17,1.52100860368467,0.163,0.04,1.39957767481555e-12
"Batf3",5.78360405275673e-17,1.32198555295535,0.234,0.082,1.45336186241724e-12
"Cd69",6.02290898703722e-17,1.25185169693135,0.21,0.067,1.51349679935258e-12
"Ptpn1",6.03856638612967e-17,0.728035852324201,0.662,0.427,1.51743134717052e-12
"Il17ra",6.69203676656885e-17,1.71685437014724,0.176,0.048,1.68164191907109e-12
"Arrdc4",7.11605020233639e-17,1.2297949806901,0.225,0.075,1.78819225534511e-12
"Rhog",1.03874974951148e-16,0.645893746335875,0.584,0.321,2.61027424554739e-12
"Gnal",1.10046627870576e-16,-1.97397247911806,0.134,0.303,2.7653617117597e-12
"Ptprc",1.17038580910328e-16,0.57279137116787,0.832,0.648,2.94106249969563e-12
"Rpl22l1",1.19367942335972e-16,-0.670775780113839,0.601,0.657,2.99959702296063e-12
"Hint1",1.20086964143362e-16,-0.549297845313075,0.836,0.866,3.01766532195854e-12
"Ahnak",1.22254983467421e-16,0.972813440970715,0.41,0.214,3.07214547955282e-12
"Casp4",1.24963305715909e-16,1.05336308008047,0.401,0.198,3.14020290933507e-12
"BC028528",1.33843732858878e-16,0.768505438763129,0.389,0.178,3.36335916301074e-12
"Hsp90ab1",1.40370624430058e-16,-0.415876962348511,0.98,0.999,3.52737342130292e-12
"Prpf38b",1.41550291756633e-16,0.646753542570403,0.482,0.24,3.55701728155243e-12
"Apobr",1.49317628358676e-16,1.36484288172088,0.211,0.068,3.75220268302518e-12
"Arf6",1.49414446106652e-16,0.775137306151325,0.349,0.15,3.75463561621406e-12
"Skap2",1.53260282578722e-16,0.541794258264195,0.64,0.376,3.85127764092069e-12
"Litaf",1.55944304576146e-16,0.751451789862452,0.548,0.304,3.91872442969396e-12
"Gsdmd",1.6415970548319e-16,0.875024526886696,0.313,0.125,4.12516923908709e-12
"Etf1",1.7681067056784e-16,0.748765077719564,0.439,0.213,4.44307534069926e-12
"Cnih4",1.79168015737709e-16,0.729446381639696,0.487,0.248,4.50231306747289e-12
"Fosb",1.83925290931586e-16,-0.808311837705108,0.589,0.685,4.62185863581983e-12
"Son",2.22744225370535e-16,-0.579308832677039,0.846,0.808,5.59733963933618e-12
"Ddx21",2.68486962420825e-16,0.849954313585247,0.389,0.179,6.7468088786729e-12
"Ube2i",2.8509598258087e-16,0.565552031778438,0.619,0.336,7.16417694627468e-12
"Mbd2",2.89943084429615e-16,0.739269251249199,0.458,0.232,7.28597976863178e-12
"Epsti1",2.99690656865233e-16,0.661587970585176,0.608,0.36,7.53092651636645e-12
"Ugcg",3.2284943073525e-16,1.46456749600692,0.268,0.108,8.11288334494609e-12
"Hat1",3.24301623181734e-16,1.22286560915967,0.236,0.083,8.14937548893378e-12
"Prelid3b",3.30734616965734e-16,1.0855302868407,0.235,0.082,8.31103018973194e-12
"Capza1",3.37317071632862e-16,0.59737990513987,0.486,0.236,8.4764406930622e-12
"Ppp1r15b",3.38931004777236e-16,0.785866835996942,0.286,0.113,8.51699721904715e-12
"Rps15",3.4137717888202e-16,-0.361803087396927,0.975,0.992,8.57846712812627e-12
"Pmepa1",3.63309970242013e-16,-0.897971291140068,0.416,0.565,9.12961624221155e-12
"Ptpn2",3.89663819611746e-16,1.15396542143197,0.234,0.083,9.79186212302358e-12
"Tppp3",3.99877806227173e-16,1.5483316436103,0.151,0.037,1.00485293926826e-11
"G530011O06Rik",4.17405591790606e-16,1.14579296731301,0.336,0.156,1.04889851161062e-11
"Eef1a1",4.34342201330718e-16,-0.299211819666341,0.999,1,1.09145851772396e-11
"Gatm",5.21108224772311e-16,0.891176992542509,0.526,0.316,1.30949285803034e-11
"Trem2",5.5484083489207e-16,-0.829808662732839,0.463,0.596,1.39425953400028e-11
"Capn1",5.85009353309804e-16,1.43392704474132,0.175,0.049,1.47007000393221e-11
"Lyz2",6.42731974188219e-16,-0.657251187669251,0.813,0.837,1.61512117793758e-11
"Mapk6",7.20614440388983e-16,1.02777322718499,0.231,0.081,1.81083202725347e-11
"Msn",7.72643521785088e-16,0.457649950897398,0.765,0.517,1.94157590589375e-11
"Dnajc13",8.24069789801648e-16,0.726878710981599,0.311,0.129,2.07080497479256e-11
"Susd6",8.73359400476553e-16,0.758076126583342,0.388,0.178,2.19466483745753e-11
"Rplp2",8.92220995058088e-16,-0.29711397493273,0.987,0.996,2.24206213848147e-11
"Itpkb",9.06330952038241e-16,1.02023356506931,0.269,0.106,2.2775190493769e-11
"mt-Nd2",1.03469040381508e-15,-0.322177816564332,0.896,0.983,2.60007351574691e-11
"Klra2",1.14080347745508e-15,0.939385266925783,0.261,0.102,2.86672505849687e-11
"Pdcd6ip",1.14612963151887e-15,0.726123067602467,0.424,0.206,2.88010915104378e-11
"Tmem192",1.17542898264597e-15,1.12146777683817,0.239,0.087,2.95373549049106e-11
"Resf1",1.24744634989982e-15,0.999297073214183,0.499,0.274,3.13470793266325e-11
"Man2a1",1.27268049327062e-15,0.901395071905138,0.283,0.114,3.19811881153974e-11
"Serinc3",1.27306824417954e-15,-0.580413157840397,0.725,0.767,3.19909319079878e-11
"Scand1",1.46611646108858e-15,0.58020204902118,0.678,0.44,3.68420405506949e-11
"Sdc3",1.74128497547579e-15,0.803525434026995,0.469,0.252,4.37567501487312e-11
"Snx20",1.86687275717464e-15,0.589959727268139,0.55,0.299,4.69126455150415e-11
"Zfp281",1.94818216364892e-15,1.18531643823015,0.176,0.051,4.89558695903337e-11
"Emb",1.96334406773052e-15,0.650977894194287,0.394,0.195,4.93368730780003e-11
"Prelid1",1.97191856753332e-15,0.48480559350567,0.517,0.261,4.95523416835447e-11
"Rpl36",1.99506444403387e-15,-0.36634479723583,0.96,0.982,5.01339744141271e-11
"Wars",2.08696440031865e-15,1.44149713403145,0.155,0.04,5.24433284156073e-11
"Traf1",2.31657007050472e-15,1.28965195346975,0.217,0.079,5.82130893017130e-11
"Fau",2.38429688757065e-15,-0.298268414586644,1,1,5.99149964877629e-11
"mt-Nd4l",2.45520658010677e-15,-0.538825942957352,0.624,0.688,6.1696886151503e-11
"Il10ra",2.65584407183883e-15,0.644604677989941,0.474,0.244,6.6738705681238e-11
"Cx3cr1",2.80380441861172e-15,-0.435882834174599,0.488,0.689,7.04568012352938e-11
"Nfkbiz",2.91887682931648e-15,-0.525747096037426,0.491,0.656,7.33484558438939e-11
"Dcp2",3.17910915881291e-15,0.934400346810505,0.234,0.084,7.98878340518095e-11
"Ptk2b",3.27524300461568e-15,0.832095384678086,0.313,0.134,8.23035814629874e-11
"H2-DMb1",3.29308297055832e-15,0.756673328899818,0.574,0.382,8.275188196716e-11
"Cd244a",3.32844146456703e-15,1.47208607128708,0.153,0.04,8.36404055631049e-11
"Mir22hg",3.47658877010041e-15,0.769965992925897,0.339,0.149,8.73631992038531e-11
"Psmd8",4.77954305387673e-15,0.581221390145137,0.548,0.296,1.20105137400868e-10
"Lmnb1",5.10617145942089e-15,1.26237075013571,0.268,0.113,1.28312982603788e-10
"Cyba",5.55591429396951e-15,0.459321273665358,0.928,0.854,1.3961457029316e-10
"Ccdc71l",6.942480738837e-15,1.28399107671385,0.218,0.078,1.74457598486235e-10
"Atox1",7.01865579223395e-15,-0.401788148931244,0.916,0.945,1.76371801403047e-10
"Ilrun",7.41881106937681e-15,0.89354920230455,0.317,0.141,1.8642730336237e-10
"March5",9.56785162678998e-15,1.00763487529069,0.401,0.208,2.40430543529605e-10
"Wfdc18",9.6623013238242e-15,-1.68901518344195,0.037,0.151,2.42803969966378e-10
"Ncf4",9.68733356061484e-15,0.671503018373958,0.452,0.236,2.4343300504469e-10
"Gm4951",1.00968261635319e-14,1.31586616613288,0.171,0.051,2.53723144663392e-10
"Pdcd10",1.03310508542897e-14,0.584013830686417,0.507,0.265,2.59608976917445e-10
"Crlf2",1.04490929089872e-14,0.563111087306847,0.534,0.297,2.6257525570994e-10
"Cdkn2d",1.07814651374674e-14,1.18640792037229,0.192,0.064,2.70927437439419e-10
"Actb",1.08825684123342e-14,0.39757112578956,1,1,2.73468061633546e-10
"Rps26",1.15952805091029e-14,-0.348578901606838,0.977,0.982,2.91377803913246e-10
"Tor1aip1",1.46953701251715e-14,0.579187013112413,0.606,0.358,3.69279955875435e-10
"Tnip3",1.48305991115145e-14,0.927571411129301,0.255,0.106,3.72678125073248e-10
"Trim12c",1.50279744931946e-14,0.934627925095477,0.278,0.116,3.77637971039486e-10
"Sin3b",1.51204532441749e-14,0.531336990650146,0.537,0.285,3.7996186957287e-10
"Tmem59",1.70141916668682e-14,-0.692892723821903,0.663,0.669,4.27549622396731e-10
"Rap1b",1.71456562779173e-14,0.458930569453615,0.813,0.572,4.30853196607785e-10
"Lamp1",1.724553826354e-14,-0.497230764030642,0.894,0.887,4.33363131024496e-10
"Prpf38a",1.78465939935928e-14,0.933119017471957,0.255,0.101,4.48467060464994e-10
"D16Ertd472e",1.80295777468516e-14,1.78694628538386,0.158,0.046,4.53065259200634e-10
"Zc3h7a",1.82426299387689e-14,0.784185798862207,0.286,0.121,4.58419047731324e-10
"Xbp1",1.89803961711759e-14,0.590978677657479,0.497,0.267,4.76958375385479e-10
"Ppp2ca",1.91004527627367e-14,0.565286653173396,0.554,0.306,4.79975277474811e-10
"Tubb6",2.35600111351579e-14,1.02348016501651,0.235,0.09,5.92039519815383e-10
"Gnptab",2.46401971237909e-14,1.09960084573433,0.184,0.059,6.19183513523741e-10
"Myo1g",2.47267919982189e-14,1.23372318047547,0.187,0.061,6.21359556123244e-10
"Pfkfb3",2.48965015656111e-14,1.09554740206792,0.26,0.107,6.25624187842241e-10
"I830077J02Rik",2.56100802460007e-14,0.992047639369178,0.29,0.126,6.43555706501752e-10
"Osm",2.90980721453886e-14,0.749883730978428,0.399,0.209,7.31205454941469e-10
"Dusp5",2.98221021690864e-14,1.00139763844327,0.287,0.129,7.49399605406971e-10
"Chd7",3.17444519726042e-14,0.805801006351282,0.367,0.183,7.97706333619571e-10
"Rassf2",3.19053336890565e-14,1.00541615029746,0.236,0.09,8.01749130272302e-10
"Dnaja1",3.22226735437948e-14,-0.616113110641358,0.764,0.772,8.0972356348202e-10
"Hip1",3.73133090014844e-14,1.00279166950204,0.218,0.081,9.37646141898301e-10
"Lgals8",4.07820562895639e-14,0.927329441746111,0.286,0.123,1.02481229250045e-09
"Psmd14",4.08022259044735e-14,0.584075512366138,0.388,0.185,1.02531913475351e-09
"Dync1i2",4.15406548846604e-14,0.654170018393927,0.576,0.328,1.04387511659663e-09
"Etv6",4.24451018832557e-14,0.730852179898571,0.291,0.123,1.06660296522433e-09
"Ccdc88b",4.26817106874951e-14,1.44605142188418,0.166,0.05,1.07254870786606e-09
"Tspan13",4.28614397987988e-14,0.742230071255745,0.389,0.196,1.07706512070401e-09
"Lcp2",4.37969827604343e-14,0.658394784017211,0.445,0.228,1.10057437978695e-09
"Reep5",4.49604209428522e-14,0.45703063652599,0.74,0.464,1.12981041787293e-09
"Tagln2",4.55340402616032e-14,0.514716385059617,0.61,0.371,1.14422489773383e-09
"Pf4",4.70050110163783e-14,-1.03003668931384,0.313,0.467,1.18118892183057e-09
"Peli1",4.71829222662164e-14,0.663499816922357,0.396,0.192,1.18565965362775e-09
"Gpr141",4.79229938855581e-14,1.66849672128536,0.15,0.043,1.20425691335019e-09
"Sharpin",5.37465405416688e-14,1.13749639534589,0.181,0.058,1.35059681727159e-09
"Rpl7l1",5.4755389754386e-14,0.703263700704843,0.282,0.119,1.37594818913797e-09
